	E054	E055	E056	E061	E062	E122
ENSG00000164113	0	0	0	0	0	0
ENSG00000164114	4220	1780	1419	1815	367	121
ENSG00000164116	30	16	2	2	160	659
ENSG00000164117	1841	1562	2203	4736	545	2813
ENSG00000164118	1016	1440	1341	2104	653	1368
ENSG00000164120	2	2	18	8098	1096	0
ENSG00000164122	7	353	263	0	1	2
ENSG00000164123	11	0	0	1	12	3
ENSG00000164124	70	144	232	1414	219	5079
ENSG00000164125	4499	898	1838	2205	2931	145709
ENSG00000164128	0	0	2	2	0	24
ENSG00000164129	2	0	0	0	0	0
ENSG00000164134	4912	7382	10586	7107	3639	4876
ENSG00000164136	4	278	355	203	2053	1446
ENSG00000164142	23	39	182	33	209	141
ENSG00000164144	3923	3154	3349	9850	489	3748
ENSG00000164151	9842	8764	7628	8671	5791	12640
ENSG00000164161	111	4081	72896	4	0	189090
ENSG00000164162	669	1053	1279	1815	397	1971
ENSG00000164163	6324	10548	16259	18163	3499	13878
ENSG00000164164	5580	7084	9899	16885	8354	16373
ENSG00000164167	439	1014	3083	1421	681	1273
ENSG00000164168	5752	6591	8284	10110	958	8366
ENSG00000164169	1096	1017	757	3124	985	2217
ENSG00000164171	3030	8795	19787	1546	142	17064
ENSG00000164172	5511	4381	8767	11279	844	3438
ENSG00000164175	9	2	4	85875	2	10
ENSG00000164176	380	124	688	17	2	7944
ENSG00000164180	2385	1548	1990	7877	1756	3175
ENSG00000164181	10	29	17	31	97	26
ENSG00000164182	378	2323	6302	2269	232	762
ENSG00000164185	127	29	9	16	13	13
ENSG00000164187	3808	1894	2130	3873	1498	1992
ENSG00000164188	450	1	4	4	0	0
ENSG00000164190	14763	9250	9007	5304	12520	9513
ENSG00000164197	4660	180	91	1393	0	354
ENSG00000164199	19185	4	14	31	82	46
ENSG00000164209	6287	4940	6452	19768	2823	7429
ENSG00000164211	3500	8021	10177	14725	5125	12965
ENSG00000164219	1196	828	961	1895	1149	566
ENSG00000164220	138	2390	6229	18	74	15442
ENSG00000164221	1785	1238	998	590	517	1149
ENSG00000164236	0	75	439	0	24	366
ENSG00000164237	1461	1323	5397	4064	11	2903
ENSG00000164241	297	375	204	774	385	369
ENSG00000164244	6377	6077	20839	25833	2427	41152
ENSG00000164251	270	832	1078	22	168	10940
ENSG00000164252	6592	3146	4252	6897	1701	5337
ENSG00000164253	11305	5406	4361	10771	1066	3470
ENSG00000164256	0	0	0	7	0	0
ENSG00000164258	2016	3334	3935	6753	686	5159
ENSG00000164265	0	0	0	2	20	4
ENSG00000164266	0	12	2	3	0	0
ENSG00000164270	0	0	0	3	0	0
ENSG00000164283	0	1522	1131	0	6	54096
ENSG00000164284	1686	5147	3786	4465	1633	5879
ENSG00000164287	0	8	10	2	0	129
ENSG00000164291	927	1127	2127	3697	165	1851
ENSG00000164292	15867	15784	15324	35964	906	12642
ENSG00000164294	1798	10722	15114	12985	0	26046
ENSG00000164296	939	1560	1599	2205	327	1927
ENSG00000164299	0	0	0	0	0	0
ENSG00000164300	11146	1090	1449	14011	4016	1491
ENSG00000164303	21	0	0	28	0	0
ENSG00000164304	7	13	2	12	5	1
ENSG00000164305	8619	2148	4619	10478	2403	11625
ENSG00000164306	803	1271	1685	2494	428	879
ENSG00000164307	3683	4343	8900	14188	12400	30431
ENSG00000164308	1345	124	371	777	11027	1988
ENSG00000164309	853	335	342	85	85	71
ENSG00000164318	126	121	127	7	0	228
ENSG00000164323	7935	8773	7569	22172	2352	4460
ENSG00000164325	2	0	0	4	0	0
ENSG00000164326	0	0	0	0	0	0
ENSG00000164327	4465	4191	4925	12006	17368	7999
ENSG00000164329	4475	6849	5897	15366	5945	8262
ENSG00000164330	9	1478	4751	101	437	27
ENSG00000164331	1632	1596	1605	4566	1774	2685
ENSG00000164332	3041	3601	4840	10045	1679	1967
ENSG00000164334	0	0	2	0	3	0
ENSG00000164338	1352	2118	2358	5266	1468	3458
ENSG00000164342	243	145	106	3357	95	697
ENSG00000164344	243	130	127	654	207	23
ENSG00000164346	5052	9291	12587	10045	5696	6540
ENSG00000164347	2964	3570	3354	9854	1817	7038
ENSG00000164362	0	0	2	1	24	26
ENSG00000164363	0	0	0	0	0	0
ENSG00000164366	1710	1663	3438	5725	309	4312
ENSG00000164379	0	3257	3236	33	0	0
ENSG00000164385	12	9	28	8	0	22
ENSG00000164393	0	0	0	1	0	31
ENSG00000164398	557	2	0	61	642	7
ENSG00000164399	0	0	0	0	2	0
ENSG00000164400	0	2	30	2	0	8
ENSG00000164402	11494	9023	26701	20975	796	33515
ENSG00000164403	350	2396	5023	3243	457	8702
ENSG00000164404	127	64	19	37	216	49
ENSG00000164405	4446	6936	25019	18794	1349	21433
ENSG00000164406	257	107	66	299	112	122
ENSG00000164411	7	1	0	0	26	4
ENSG00000164414	1367	1680	1065	7740	1171	5206
ENSG00000164418	3841	265	373	4022	0	0
ENSG00000164430	19	793	1890	1112	708	1167
ENSG00000164434	74465	0	0	4114	0	0
ENSG00000164438	0	0	0	0	0	0
ENSG00000164440	176	147	333	15	63	34
ENSG00000164442	3216	59004	110711	10866	5378	32432
ENSG00000164451	0	4	0	6	0	234
ENSG00000164458	0	0	0	0	0	0
ENSG00000164463	2297	2255	932	7350	10103	2901
ENSG00000164465	1977	6827	18665	3037	527	19845
ENSG00000164466	8731	5461	17676	8212	5176	14362
ENSG00000164483	0	210	1028	6	3130	3
ENSG00000164484	177	12251	27125	0	40	359
ENSG00000164485	0	1	0	0	0	0
ENSG00000164488	6	0	0	2	0	1
ENSG00000164494	1693	2331	3670	5634	889	2736
ENSG00000164500	0	0	0	0	0	0
ENSG00000164506	1038	13263	18595	19299	3050	5407
ENSG00000164508	0	0	0	0	0	0
ENSG00000164509	0	150	681	5	96	61
ENSG00000164512	12	0	0	0	554	413
ENSG00000164520	7	20	132	2	0	16
ENSG00000164530	2	2	0	2	224	110
ENSG00000164532	0	61	60	0	2	4
ENSG00000164535	2707	6438	22997	9110	2793	24221
ENSG00000164542	1035	96	32	1588	87	435
ENSG00000164543	14026	3994	5722	3273	6217	6840
ENSG00000164548	4764	7462	9517	7909	7163	16641
ENSG00000164556	3	0	2	12	186	7
ENSG00000164574	7737	7071	24980	8621	9152	44936
ENSG00000164576	1533	1662	2903	4485	993	3807
ENSG00000164588	38	0	0	0	0	0
ENSG00000164591	98	6	17	568	2	161
ENSG00000164597	5858	6716	6972	13076	5477	14183
ENSG00000164600	0	0	0	4	0	0
ENSG00000164603	3143	1194	1559	5263	938	1674
ENSG00000164604	200	530	461	1132	5	173
ENSG00000164609	4056	3869	3696	7040	5750	3733
ENSG00000164610	1753	3857	2911	2830	752	2597
ENSG00000164611	3569	5965	13649	24500	264	10380
ENSG00000164615	2656	4327	5291	11122	1758	4610
ENSG00000164619	39	2384	3110	37	11	62
ENSG00000164620	999	1130	3292	7609	1536	1759
ENSG00000164626	2	14	22	0	52	0
ENSG00000164627	23	228	242	2040	0	4
ENSG00000164631	3739	3038	1995	5359	2161	4560
ENSG00000164638	7058	441	2285	944	19	4725
ENSG00000164645	0	0	0	0	0	0
ENSG00000164647	44	2732	8444	771	1	6455
ENSG00000164649	12210	6123	11608	10928	791	23642
ENSG00000164651	457	0	0	0	0	769
ENSG00000164654	3383	4277	4272	4676	1758	2922
ENSG00000164659	559	736	197	1483	434	16228
ENSG00000164663	1735	676	777	1834	975	2062
ENSG00000164674	34	285	276	434	7057	249
ENSG00000164675	357	34	34	93	14	20
ENSG00000164683	1474	248	105	1009	28	4117
ENSG00000164684	20484	132	278	34547	64	7888
ENSG00000164687	927	1738	8609	3906	118	8247
ENSG00000164690	4	2	3	0	24	12
ENSG00000164691	9	9	2	2	9638	0
ENSG00000164692	4329	143884	722893	52796	2	22686
ENSG00000164694	14	632	1047	139	0	15
ENSG00000164695	0	87	43	11	4	14
ENSG00000164707	51	254	83	1	113	6
ENSG00000164708	347	24	6	4	1157	22
ENSG00000164713	2834	19047	46228	42549	3400	18473
ENSG00000164715	5798	4847	8994	10889	6591	10390
ENSG00000164729	0	0	0	0	1	0
ENSG00000164733	21246	125002	502051	364185	25984	331978
ENSG00000164736	0	5	21	0	0	18191
ENSG00000164741	9683	57672	61816	12860	66	64498
ENSG00000164742	14740	229	377	22541	12	209
ENSG00000164743	97	179	367	592	0	203
ENSG00000164744	0	1	0	10	5	3
ENSG00000164746	4	2	1	99	12	8
ENSG00000164749	414	0	0	0	0	0
ENSG00000164751	3837	1502	2124	8314	2174	5084
ENSG00000164754	30618	21476	20432	43913	14307	14661
ENSG00000164756	0	4	0	0	0	0
ENSG00000164758	459	750	1823	1134	1026	3780
ENSG00000164761	554	589	1426	227	0	51
ENSG00000164764	13	14	11	0	89	0
ENSG00000164776	178	64	52	39	442	131
ENSG00000164778	1	27	22	156	0	2
ENSG00000164794	0	0	0	2	0	0
ENSG00000164796	1667	56	67	10	0	33
ENSG00000164808	3625	4665	9354	11635	4354	10373
ENSG00000164815	1499	3656	3042	4372	288	2433
ENSG00000164816	0	0	0	0	1	0
ENSG00000164818	7939	9318	26571	16260	1100	27354
ENSG00000164821	0	0	0	0	388	0
ENSG00000164822	0	0	0	0	0	0
ENSG00000164823	1778	1635	1930	6191	1803	6347
ENSG00000164825	0	0	0	0	2	0
ENSG00000164828	16245	16856	28698	31641	8267	89702
ENSG00000164830	4643	2318	3090	7036	2506	3971
ENSG00000164841	20	0	2	4	0	24
ENSG00000164849	237	86	78	1574	346	15566
ENSG00000164850	544	616	1282	3597	166	1486
ENSG00000164853	0	0	0	0	0	0
ENSG00000164855	2	56	125	0	72	88
ENSG00000164867	69	194	108	10	295	42195
ENSG00000164871	0	0	0	0	0	0
ENSG00000164877	2341	1255	6118	4103	219	17979
ENSG00000164879	314	18	21	0	28	4
ENSG00000164880	31719	32887	102375	63970	11731	47681
ENSG00000164885	1971	2294	5481	8451	399	9311
ENSG00000164889	15144	19173	59559	100850	3597	39933
ENSG00000164893	0	0	0	0	0	0
ENSG00000164896	7227	10362	26199	30743	4058	36457
ENSG00000164897	2222	5285	15419	14236	2097	12862
ENSG00000164898	925	1078	1403	4638	140	4074
ENSG00000164900	3	0	0	1	0	0
ENSG00000164902	4416	4192	6042	7372	1183	5396
ENSG00000164904	9511	6578	7388	14899	32	11226
ENSG00000164916	15784	16176	37090	22005	10738	14001
ENSG00000164919	5903	5662	14561	19841	2766	15328
ENSG00000164920	1	4323	15799	2	1	32
ENSG00000164924	30176	54727	121210	292425	37980	109093
ENSG00000164929	43431	280	493	1165	98	100
ENSG00000164930	1385	3643	3422	9192	268	11552
ENSG00000164932	580	1317	3485	669	4	4815
ENSG00000164933	929	3260	6642	9559	1748	7928
ENSG00000164934	4542	4501	4283	7443	1695	8187
ENSG00000164935	0	137	159	0	15	0
ENSG00000164938	6339	1556	4699	14916	7672	21835
ENSG00000164941	4484	3086	3794	6080	2172	8806
ENSG00000164944	7369	7786	9091	12170	4576	13017
ENSG00000164946	3331	52	20	18	10	85
ENSG00000164949	376	2085	3110	722	16	106
ENSG00000164951	2938	4742	7765	7703	4172	21814
ENSG00000164953	2436	851	501	2351	161	1889
ENSG00000164961	7551	12722	13938	33347	3041	13854
ENSG00000164967	965	2745	2709	3400	193	5774
ENSG00000164970	12871	3103	11380	15280	1471	13764
ENSG00000164972	82	10	42	15	11	47
ENSG00000164975	6150	3872	4994	14135	1306	9399
ENSG00000164976	15866	242	2425	1743	75	3859
ENSG00000164978	1112	2794	4725	3031	301	6121
ENSG00000164983	1501	1379	1489	4728	591	5404
ENSG00000164985	14827	8628	15361	3508	5923	4723
ENSG00000164989	594	573	447	6369	79	185
ENSG00000165006	7912	9907	13244	19676	6478	20062
ENSG00000165023	18	4	0	4	0	0
ENSG00000165025	0	2	0	7885	12585	0
ENSG00000165028	56	75	62	542	91	159
ENSG00000165029	23111	12848	6284	2302	2264	2938
ENSG00000165030	752	12768	8401	8485	8433	927
ENSG00000165046	366	851	1668	724	244	861
ENSG00000165055	3581	3803	7872	7440	589	6235
ENSG00000165059	2	0	0	0	0	0
ENSG00000165060	724	1638	4020	3913	697	2464
ENSG00000165061	979	2	0	0	60	0
ENSG00000165066	2	0	0	0	10	0
ENSG00000165071	583	118	26	379	4350	248
ENSG00000165072	2338	452	1522	87	17	776
ENSG00000165076	4	0	0	3	0	0
ENSG00000165078	2	10	0	0	4	0
ENSG00000165084	2	6	18	3	1	0
ENSG00000165091	12	1	3	0	1	38
ENSG00000165092	0	1947	479	606	1457	31781
ENSG00000165097	2933	3774	4715	4960	4879	1699
ENSG00000165102	7886	11079	36317	49258	8231	49154
ENSG00000165105	1107	14	22	127	0	11
ENSG00000165113	427	108	71	62	277	228
ENSG00000165115	863	340	283	234	385	221
ENSG00000165118	237	1984	2412	5572	92	1451
ENSG00000165119	48287	44304	90441	89518	27676	120031
ENSG00000165120	0	23	7	0	2	0
ENSG00000165124	264	7349	14038	5	10	73
ENSG00000165125	6	6	0	0	40	0
ENSG00000165131	4	0	0	1	8	0
ENSG00000165138	4157	7248	11828	12246	1223	8945
ENSG00000165140	10	2	0	11	2593	384
ENSG00000165152	2745	3613	6684	9946	3	930
ENSG00000165156	7857	2897	3451	9346	1924	3781
ENSG00000165164	4	0	0	0	0	0
ENSG00000165168	0	0	3	4	38054	4
ENSG00000165169	718	1705	2384	6157	1142	2895
ENSG00000165171	67	3007	1977	341	12	1371
ENSG00000165175	9258	17565	31235	19416	2990	10223
ENSG00000165181	37	18	12	7	39	2
ENSG00000165182	4	6	2	9	19	0
ENSG00000165185	7678	655	892	2174	1240	1314
ENSG00000165186	1640	5	0	0	2	0
ENSG00000165188	4	0	8	6	2	6
ENSG00000165192	0	0	0	825	0	10
ENSG00000165194	7622	27	193	13	0	2042
ENSG00000165195	807	753	902	4484	2358	2078
ENSG00000165197	22	0	2	255	0	178
ENSG00000165202	0	54	4	0	3	0
ENSG00000165204	2	0	0	0	7	1
ENSG00000165209	2865	507	371	2878	1510	2672
ENSG00000165215	7	17	8	0	18	483
ENSG00000165219	9670	7902	13335	20835	8146	11450
ENSG00000165233	4066	4158	15698	10322	5549	25545
ENSG00000165238	4189	17	12	409	39	10
ENSG00000165240	1922	1408	2076	17038	1940	4028
ENSG00000165244	1017	815	8159	4181	398	1195
ENSG00000165246	1664	2103	4339	20	48	6585
ENSG00000165259	1151	428	531	1040	91	791
ENSG00000165264	1861	2270	7589	11143	478	5294
ENSG00000165269	15	7	14	9	12	25
ENSG00000165271	5942	13676	40974	16697	4643	33686
ENSG00000165272	14	8	212	13	2260	572
ENSG00000165275	822	1539	1170	1896	872	1113
ENSG00000165280	48259	29181	127331	132804	14198	188680
ENSG00000165282	4293	8540	12129	19661	2720	17146
ENSG00000165283	5859	16682	30461	22300	1557	43180
ENSG00000165288	6538	1903	2199	7260	6367	5276
ENSG00000165300	1141	50	530	10	31	51
ENSG00000165304	3078	5290	14669	10173	31	7641
ENSG00000165309	9	0	0	2	11	0
ENSG00000165312	360	538	696	3896	4633	1070
ENSG00000165322	12694	6698	3889	8416	2467	3768
ENSG00000165323	71025	37	205	53	0	425
ENSG00000165325	0	0	0	1	5	0
ENSG00000165338	6620	1332	1865	1650	105	3855
ENSG00000165349	134	6	0	43	3	8
ENSG00000165355	1583	1244	3658	5915	5949	2597
ENSG00000165359	2136	659	1113	3211	4170	4853
ENSG00000165370	2	0	0	0	0	0
ENSG00000165376	7	1	2	0	58	4
ENSG00000165379	4371	460	756	615	0	0
ENSG00000165383	17	0	0	0	31	0
ENSG00000165388	102	24	159	10	0	124
ENSG00000165389	2314	1908	6017	24125	766	13357
ENSG00000165390	0	4	5	2	2	0
ENSG00000165392	3167	2736	2864	2776	1547	3841
ENSG00000165406	6933	5988	8530	13841	6695	19792
ENSG00000165409	2	0	2	9	54	1
ENSG00000165410	5669	13388	23044	16446	1107	11818
ENSG00000165416	1505	3632	5204	5115	946	4404
ENSG00000165417	5357	6233	5767	11224	1524	6455
ENSG00000165424	30594	12803	35999	41234	705	5104
ENSG00000165434	843	498	943	2297	655	11142
ENSG00000165443	17655	2	2	18	0	0
ENSG00000165449	827	100	12	0	2	300
ENSG00000165457	0	0	0	0	288	0
ENSG00000165458	44418	19049	41540	62740	14320	67932
ENSG00000165462	12	1	2	0	8	0
ENSG00000165471	0	0	0	2	0	0
ENSG00000165474	13	2	20	341	6	0
ENSG00000165475	2878	3052	7472	91916	962	9397
ENSG00000165476	8673	6183	14280	23261	1297	11906
ENSG00000165478	11593	2	10	2	2	14
ENSG00000165480	1614	4341	10047	3667	15	4537
ENSG00000165487	2851	2183	3914	6621	2547	5347
ENSG00000165490	1508	1283	3118	2238	88	1807
ENSG00000165494	7134	5594	4774	6523	9172	13780
ENSG00000165495	2333	8	2	48587	0	643
ENSG00000165501	1063	1373	4181	4427	395	3194
ENSG00000165506	1595	1378	2023	3204	229	1763
ENSG00000165507	158	130	316	43	665	347281
ENSG00000165509	2	2	1	2	0	29
ENSG00000165511	352	227	146	85	203	1395
ENSG00000165512	4034	2160	1414	3840	1482	8830
ENSG00000165516	4853	4735	6376	11353	4331	8150
ENSG00000165521	403	52	10	8	940	11
ENSG00000165525	6777	4290	5434	3426	6792	4352
ENSG00000165526	2445	4139	6341	7984	1253	11244
ENSG00000165527	3717	17393	45048	23354	10747	14409
ENSG00000165533	3104	2387	3732	9615	181	3772
ENSG00000165548	440	109	97	662	429	329
ENSG00000165553	0	0	0	1	0	0
ENSG00000165555	68	57	32	28	40	66
ENSG00000165556	0	0	0	2	0	0
ENSG00000165566	8811	0	0	30	0	0
ENSG00000165568	27	320	597	983	97	1120
ENSG00000165572	5169	2286	3089	6839	244	2781
ENSG00000165583	0	0	0	3	0	0
ENSG00000165584	0	0	0	0	0	0
ENSG00000165588	6399	0	0	1	0	4
ENSG00000165591	64	6	6	2	310	24
ENSG00000165606	0	2	0	1	0	0
ENSG00000165609	4762	5061	9044	15476	1880	16024
ENSG00000165617	436	387	943	2900	101	102
ENSG00000165621	2	8	18	1	0	0
ENSG00000165623	0	0	0	0	0	0
ENSG00000165626	2571	660	823	2448	16	4222
ENSG00000165629	11834	11284	21688	48102	5311	33533
ENSG00000165630	1176	1835	1505	2987	1440	1698
ENSG00000165632	1876	3384	7577	3741	2560	2190
ENSG00000165633	659	147	365	2	2	43
ENSG00000165637	3203	7425	16562	16358	2537	9898
ENSG00000165643	0	0	0	0	0	0
ENSG00000165644	166	852	2990	4264	424	3544
ENSG00000165646	132	19	0	0	1295	0
ENSG00000165650	7225	6338	10732	9011	6438	5156
ENSG00000165655	163	1926	9822	14599	658	463
ENSG00000165659	1749	19	36	2	168	8613
ENSG00000165660	2372	2655	2064	5105	1363	3534
ENSG00000165661	4032	5840	11825	8241	3485	14459
ENSG00000165669	1943	3142	3094	4927	2048	4243
ENSG00000165671	14728	13307	11798	26204	15479	28962
ENSG00000165672	11568	14106	27667	51157	3650	31661
ENSG00000165675	1835	1831	2756	4279	1041	2633
ENSG00000165678	9896	20923	32501	50344	7268	43767
ENSG00000165682	0	0	0	0	212	8
ENSG00000165684	3935	4156	9311	8811	1767	8095
ENSG00000165685	0	0	0	1	53	0
ENSG00000165688	6354	7356	23706	19880	3992	27010
ENSG00000165689	3884	7917	13795	14418	1006	10303
ENSG00000165694	4	0	0	9	0	4
ENSG00000165695	315	89	106	125	15	27
ENSG00000165698	795	989	1531	4144	87	1147
ENSG00000165699	11190	8950	10365	12867	6237	22232
ENSG00000165702	3	0	0	0	293	0
ENSG00000165704	283	2671	7481	5475	889	3987
ENSG00000165714	722	1009	2013	2590	851	1834
ENSG00000165716	4153	238	121	26039	534	169039
ENSG00000165724	2015	2366	8880	5699	451	5673
ENSG00000165730	2165	10	8	71	22	24
ENSG00000165731	320	82	66	53	44	36
ENSG00000165732	9002	19333	19639	15021	17375	26796
ENSG00000165733	5395	6352	9120	5549	2475	3563
ENSG00000165752	3272	1407	3101	3055	543	1122
ENSG00000165757	38	9531	55006	0	18	29721
ENSG00000165762	0	0	0	2	0	0
ENSG00000165775	3577	2811	8870	9966	1729	11419
ENSG00000165782	3250	3599	9330	13081	5855	17440
ENSG00000165792	3080	5861	10082	12169	4059	19040
ENSG00000165794	3	4	0	6	5	11
ENSG00000165795	14105	39	50	6541	1189	69
ENSG00000165799	0	8	0	0	5	0
ENSG00000165801	27806	8998	34725	34390	3599	11127
ENSG00000165802	30034	14835	38666	73078	10061	35208
ENSG00000165804	12941	3479	10660	10419	602	3850
ENSG00000165805	8	2	4	0	4	2
ENSG00000165806	1128	1616	3882	7151	1088	6900
ENSG00000165807	18	14	26	307	17	38
ENSG00000165810	7	5	7	2	87	23
ENSG00000165813	1237	1028	1540	1413	4108	1957
ENSG00000165816	0	0	2	0	2	0
ENSG00000165819	11095	6071	11013	9889	4595	29391
ENSG00000165821	29505	1111	2875	6217	200	1849
ENSG00000165828	19	6	0	0	60	0
ENSG00000165832	1918	3440	2261	9362	465	2480
ENSG00000165837	63	22	0	0	151	0
ENSG00000165841	0	0	0	3	2	4
ENSG00000165861	5792	4013	7282	24006	1754	15011
ENSG00000165863	3	1	0	2	34	0
ENSG00000165868	1338	488	1850	16280	9	41
ENSG00000165874	736	708	1476	2783	292	599
ENSG00000165879	339	289	389	2039	1228	1198
ENSG00000165886	2472	3122	12685	15841	445	23251
ENSG00000165887	5	111	146	92	0	469
ENSG00000165891	3712	19575	22168	8883	58	5231
ENSG00000165895	3754	217	451	7716	114	733
ENSG00000165898	1141	1812	4631	5056	654	4895
ENSG00000165899	25	40	46	17	0	589
ENSG00000165905	6	3	21	0	306	12
ENSG00000165912	637	2785	10025	11843	42	5202
ENSG00000165914	5235	4736	11259	22835	365	18067
ENSG00000165915	6414	24891	60178	44864	2821	48287
ENSG00000165916	10799	16075	47386	20260	2319	39548
ENSG00000165917	8	13	23	23	123	151
ENSG00000165923	105	118	104	166	253	35
ENSG00000165929	65	109	92	14	10191	12
ENSG00000165934	7571	9304	11299	24280	1379	13376
ENSG00000165935	4	4	21	1	1	74
ENSG00000165943	3989	1877	2419	9996	8528	9365
ENSG00000165948	1249	904	2995	2136	140	3736
ENSG00000165949	158	29	90	454	24	53753
ENSG00000165953	0	0	0	0	0	0
ENSG00000165959	125	789	395	4570	2628	816
ENSG00000165966	1178	0	0	0	0	0
ENSG00000165970	0	0	0	0	0	0
ENSG00000165972	7	7	0	10	38	1
ENSG00000165973	141	0	0	116	0	0
ENSG00000165983	169	1575	1567	4705	729	775
ENSG00000165985	5	21	2	2	105	2
ENSG00000165995	3283	141	168	0	191	2
ENSG00000165996	517	1005	2762	16556	29	3346
ENSG00000165997	5198	2111	3304	6718	4034	6692
ENSG00000166002	76	169	2122	816	440	2123
ENSG00000166004	4054	2040	4350	1661	2069	3813
ENSG00000166006	112	0	1	6	0	0
ENSG00000166008	2	0	0	0	0	0
ENSG00000166012	3692	8678	5778	11356	5736	15905
ENSG00000166016	10510	1941	1630	10411	221	172
ENSG00000166024	1505	1438	1524	8456	2014	2732
ENSG00000166025	7945	16892	52154	18777	263	22369
ENSG00000166033	23676	13318	40347	27312	40	77964
ENSG00000166035	0	7	8	63	35	7
ENSG00000166037	4923	5350	3501	5744	4184	5235
ENSG00000166046	717	806	435	2445	3884	2053
ENSG00000166049	0	0	0	0	0	2
ENSG00000166068	19135	10218	17999	40556	307	1821
ENSG00000166069	0	0	0	0	0	0
ENSG00000166073	1540	26279	64521	5391	6	27611
ENSG00000166086	11148	5756	16094	26482	683	56414
ENSG00000166090	0	0	0	2	0	0
ENSG00000166091	386	0	0	1105	104	0
ENSG00000166104	16	0	0	0	0	0
ENSG00000166105	25	1	4	28	193	3
ENSG00000166106	90	367	291	14	12	82
ENSG00000166111	230	0	0	0	0	0
ENSG00000166118	4	0	0	0	0	0
ENSG00000166123	13151	8708	4290	3656	133	6266
ENSG00000166126	1172	1256	81	83	505	38
ENSG00000166128	11560	3522	4455	15411	9589	8053
ENSG00000166130	1463	3083	11052	5015	307	4448
ENSG00000166133	1012	1301	2889	2808	473	2539
ENSG00000166135	4764	5216	11709	13110	2326	14058
ENSG00000166136	3987	7400	24214	23376	4235	46528
ENSG00000166140	1545	3017	6639	6471	1257	12073
ENSG00000166143	0	0	0	0	1	0
ENSG00000166145	0	57	149	11436	1170	1319
